107777,109869
107777,110308
109869,109869
109869,130988
109869,4383941
121864,121864
121864,4383848
121864,130985
121864,4383915
121864,108034
121864,113272
121864,112968
121864,130971
121864,114803
121864,107252
113039,121570
113039,130988
113039,118878
113039,4383917
113039,4383941
113039,4383913
121570,130988
121570,4383921
121570,4383871
130988,118878
130988,130988
130988,117121
130988,115000
130988,4383941
118878,4383861
118878,4383941
118878,4383913
117121,113500
117121,114143
117121,4383913
113500,4383916
113500,4383878
117406,107267
117406,4383941
117406,113010
117406,4383888
107267,4383941
113041,118876
113041,4383917
118876,4383917
4383845,114116
4383845,117036
4383845,111973
4383845,115572
4383845,125858
4383845,121410
4383845,4383845
4383845,4383847
4383845,4383868
4383845,4383874
4383845,113121
4383845,116162
4383845,110355
4383845,107818
4383845,115480
4383845,112089
4383845,120792
4383845,107008
4383845,112737
4383845,122971
4383845,119021
4383846,114889
4383846,116103
4383846,106971
4383846,106552
4383846,108409
4383846,108354
4383846,108945
4383846,107007
4383846,111686
4383846,113637
4383846,116811
4383846,128218
4383846,115786
4383846,115726
4383846,121924
4383846,127176
4383846,115695
4383846,123009
4383846,125228
4383846,124983
4383846,124909
4383846,124629
4383846,116055
4383846,123188
4383846,121400
4383846,119541
4383846,115459
4383846,117940
4383846,117464
4383846,118793
4383846,4383846
4383846,124617
4383846,111128
4383846,121438
4383846,117402
4383846,123579
4383846,116835
4383846,120597
4383846,107022
4383846,123187
4383846,115061
4383846,118957
4383846,118913
4383846,113645
4383846,106979
4383846,127521
4383846,106553
4383846,124712
4383846,108639
4383846,124339
4383846,121106
4383846,110852
4383846,106969
4383846,122719
4383846,113034
4383846,119441
4383846,117979
4383846,108817
4383846,107305
4383846,123016
4383846,120809
4383846,122518
4383846,123071
4383846,114570
4383846,109863
4383846,118164
4383846,117087
4383846,111042
4383846,122115
4383846,113606
4383846,109245
4383846,117454
4383846,115834
4383846,115043
4383846,120291
4383846,115196
4383846,110431
4383846,110800
4383846,121445
4383846,111643
4383846,115940
4383846,120347
4383846,114363
4383846,107188
4383846,111288
4383846,120515
4383846,126108
4383846,117456
4383846,128204
4383846,107263
4383846,123177
4383846,114810
4383846,117409
4383846,119633
4383846,115855
4383846,119116
4383846,107306
4383846,108436
4383846,113195
4383846,106556
4383846,120511
4383846,125236
4383846,112471
4383846,117089
4383846,116647
4383846,117006
4383846,114379
4383846,120761
4383846,122418
4383846,132265
4383846,127870
4383846,123796
4383846,108772
4383846,115025
4383846,108000
4383846,109119
4383846,608397
4383846,116726
4383846,115815
4383846,117509
4383846,124263
4383846,115719
4383846,116689
4383846,111124
4383846,124816
4383846,119334
4383846,120160
4383846,107888
4383846,118970
4383846,125536
4383846,114406
4383846,112438
4383846,123815
4383846,110896
4383846,127004
4383846,123213
4383846,120544
4383846,116902
4383846,106554
4383846,108314
4383846,115816
4383846,120384
4383846,129179
4383846,115408
4383846,112982
4383846,121939
4383846,122846
4383846,122796
4383846,110616
4383846,111129
4383846,111213
4383846,124923
4383846,121381
4383846,110806
4383846,109533
4383846,122716
4383846,110785
4383846,109920
4383846,106708
4383846,108484
4383846,111577
4383846,112341
4383846,114268
4383846,124728
114889,4383923
113637,4383871
116811,4383923
128218,4383921
128218,4383868
128218,4383871
115786,4383923
124909,4383920
124909,4383872
123188,4383923
119541,4383855
118793,4383946
4383847,114584
4383847,117939
4383847,107842
4383847,107843
4383847,115448
4383847,114296
4383847,116947
4383847,117437
4383847,122864
4383847,111908
4383847,110484
4383847,115237
4383847,114625
4383847,120437
4383847,117388
4383847,115970
4383847,4383853
4383847,4383847
4383847,114016
4383847,109545
4383847,109535
4383847,121360
4383847,119510
4383847,112620
4383847,4383916
4383847,129767
4383847,4383872
115448,4383916
117437,4383916
4383848,119312
4383848,117422
4383848,4383848
4383848,107147
4383848,111082
4383848,112968
4383848,1173181
4383848,3230255
4383848,146569
4383848,713441
4383848,119051
4383848,115725
4383848,107383
4383848,118056
4383848,124602
119312,4383917
119312,4383868
117422,4383915
117422,4383868
117422,4383871
4383850,111418
4383850,111547
4383850,111548
4383850,117176
4383850,122826
4383850,111335
4383850,4383871
4383850,113501
4383850,117262
4383850,114428
4383859,106670
4383859,108939
4383859,121458
4383859,107587
4383859,123210
4383859,4383864
4383859,4383862
4383859,4383948
107587,4383924
4383866,112765
4383860,120502
4383860,115583
4383860,115561
4383860,116709
4383860,115820
4383860,114274
4383860,115227
4383860,128571
4383860,119405
4383860,124226
4383860,120938
4383860,117299
4383860,122294
4383860,127739
4383860,118841
4383860,116795
4383860,120573
4383860,112798
4383860,119820
4383860,119982
4383860,4383856
4383860,4383857
4383860,4383860
4383860,108562
4383861,115103
4383861,116290
4383861,109515
4383861,111146
4383861,116291
4383861,111562
4383861,111553
4383861,111563
4383861,111894
4383861,107492
4383861,112943
4383861,112945
4383861,106675
4383861,109064
4383861,109063
4383861,109066
4383861,121210
4383861,115191
4383861,115017
4383861,115018
4383861,116789
4383861,116248
4383861,116714
4383861,115006
4383861,122857
4383861,119372
4383861,128362
4383861,126903
4383861,114465
4383861,122718
4383861,127465
4383861,120873
4383861,115445
4383861,122232
4383861,122669
4383861,122528
4383861,116360
